image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
4986937036,two+young+women,two+asian+girls,Two young women,two Asian girls,True,104,104,two young women,two asian girls,Alternation,0
4986937036,two+young+women,two+girls,Two young women,Two girls,True,104,104,two young women,two girls,Alternation,0
164380865,younger+man,young+boy,a younger man,a young boy,True,171,171,younger man,young boy,Alternation,0
2394857899,orange+construction+uniform,orange+safety+suit,an orange construction uniform,an orange safety suit,True,32,32,orange construction uniform,orange safety suit,Entailment1,1
133087820,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
133087820,person,man,A person,A man,True,-1,-1,person,man,Entailment1,1
4835750874,group+asian+people,group+people,A group of Asian people,A group of people,True,127,127,group asian people,group people,Entailment1,1
4761374939,people,group+people,people,A group of people,True,167,167,people,group people,Entailment1,1
1570083074,hallway+train,train,the hallway of a train,a train,True,4,4,hallway train,train,Entailment1,1
1369506388,crying+baby,screaming+child,crying baby,a screaming child,True,194,194,crying baby,screaming child,Alternation,0
1369506388,screaming+child,baby,a screaming child,a baby,True,194,194,screaming child,baby,Alternation,0
5008951909,stick,wood,a stick,some wood,True,91,91,stick,some wood,Entailment1,1
5008951909,body+water,water,a body of water,the water,True,-1,-1,body water,water,Entailment1,1
4631136622,woman,women,A woman,Women,True,197,197,woman,women,Equivalence,3
4631136622,women,woman,Women,A woman,True,197,197,women,woman,Equivalence,3
5615068475,trees,green+trees,trees,green trees,True,87,87,trees,green trees,Entailment1,1
5523538212,skiers,two+skiers,other skiers,two other skiers,True,192,192,other skiers,two other skiers,Entailment1,1
3730457171,toy+bicycle,toy+bike,a toy bicycle,a toy bike,True,36,36,toy bicycle,toy bike,Equivalence,3
2415637042,house,tree+house,house,a tree house,True,-1,-1,house,tree house,Entailment1,1
2136080450,crying+toddler,crying+child,a crying toddler,a crying child,True,-1,-1,crying toddler,crying child,Alternation,0
2136080450,younger+male,crying+child,a younger male,a crying child,True,-1,-1,younger male,crying child,Independence,4
2136080450,long+red-hair,long+hair,long red-hair,long hair,True,-1,-1,long red-hair,long hair,Entailment1,1
2136080450,crying+toddler,small+child,a crying toddler,A small child,True,-1,-1,crying toddler,small child,Alternation,0
2136080450,crying+toddler,baby,a crying toddler,A baby,True,-1,-1,crying toddler,baby,Alternation,0
2136080450,crying+child,small+child,a crying child,A small child,True,-1,-1,crying child,small child,Independence,4
2136080450,crying+child,baby,a crying child,A baby,True,-1,-1,crying child,baby,Alternation,0
2136080450,small+child,baby,A small child,A baby,True,-1,-1,small child,baby,Alternation,0
4077598908,five+black+men,group+african+american+males,Five black men,A group of African American males,True,10,10,five black men,group african american males,Entailment1,1
5290499021,gray+white+striped+gift,present,a gray and white striped gift,a present,True,-1,-1,gray white striped gift,present,Entailment1,1
3384528359,large+dark+bird,large+bird,Large dark bird,A large bird,True,114,114,large dark bird,large bird,Entailment1,1
7072093125,person,technician,A person,A technician,True,9,9,person,technician,Entailment1,1
2211495714,hair,static+hair,her hair,static hair,True,-1,-1,hair,static hair,Entailment1,1
2211495714,static+hair,hair,static hair,her hair,True,-1,-1,static hair,hair,Entailment1,1
4853218641,young+teenage+girl,woman,A young teenage girl,A woman,True,150,150,young teenage girl,woman,Alternation,0
4853218641,attractive+black+shiny+dress,dress,an attractive black shiny dress,a dress,True,159,159,attractive black shiny dress,dress,Entailment1,1
1525153022,shallow+edge+large+body+water,ocean,the shallow edge of a large body of water,the ocean,True,96,96,shallow edge large body water,ocean,Independence,4
1525153022,black+dog,dog,A black dog,The dog,True,173,173,black dog,dog,Entailment1,1
4582987099,boy,little+boy,A boy,A little boy,True,-1,-1,boy,little boy,Entailment1,1
4582987099,fathers,father,his fathers,a father,True,-1,-1,fathers,father,Alternation,0
7025947589,monk,man,A monk,A man,True,131,131,monk,man,Entailment1,1
7025947589,man,monk,A man,A monk,True,131,131,man,monk,Entailment1,1
7025947589,man,male,A man,A male,True,131,131,man,male,Equivalence,3
89245315,two+kids,children,Two kids,Children,True,105,82,two kids,children,Entailment1,1
89245315,brother,children,A brother,Children,True,82,82,brother,children,Alternation,0
3447155358,red+flowered+dress,orange+dress,the red flowered dress,an orange dress,True,180,180,red flowered dress,orange dress,Alternation,0
3447155358,orange+dress,red+flowered+dress,an orange dress,a red flowered dress,True,180,180,orange dress,red flowered dress,Alternation,0
3234375022,snowboarder,man,A snowboarder,A man,True,173,173,snowboarder,man,Independence,4
3234375022,man,snowboarder,A man,Snowboarder,True,173,173,man,snowboarder,Independence,4
3234375022,man,person,A man,Person,True,173,173,man,person,Entailment1,1
3234375022,man,snowboarder,A man,A snowboarder,True,173,173,man,snowboarder,Independence,4
3531811969,man,person,A man,A person,True,186,186,man,person,Entailment1,1
3256043809,slender+dog,brown+&+white+greyhound+dog,A slender dog,A brown & white greyhound dog,True,51,51,slender dog,brown & white greyhound dog,Independence,4
5051431549,young+girl,pretty+little+girl,A young girl,A pretty little girl,True,190,190,young girl,pretty little girl,Independence,4
5051431549,fabric+toy+purse,pony+purse,fabric toy purse,pony purse,True,127,127,fabric toy purse,pony purse,Independence,4
5051431549,pretty+little+girl,little+girl,A pretty little girl,little girl,True,190,190,pretty little girl,little girl,Entailment1,1
4459992117,two+pink+dogs,two+pink+puppies,two pink dogs,two pink puppies,True,184,184,two pink dogs,two pink puppies,Entailment1,1
3569755200,two+young+women,two+girls,The two young women,Two girls,True,32,32,two young women,two girls,Alternation,0
4962053637,man,person,A man,A person,True,189,189,man,person,Entailment1,1
4962053637,street,sidewalk,the street,the sidewalk,True,48,48,street,sidewalk,Alternation,0
4962053637,person,man,A person,A man,True,189,189,person,man,Entailment1,1
2684489465,red+green+fence,green+red+obstacle+bar,a red and green fence,a green and red obstacle bar,True,-1,-1,red green fence,green red obstacle bar,Independence,4
4106948497,group+children,several+children,a group of children,several children,True,163,163,group children,several children,Equivalence,3
4106948497,man,male,a man,male,True,32,32,man,male,Equivalence,3
4106948497,man,male,A man,male,True,32,32,man,male,Equivalence,3
4106948497,male,man,male,A man,True,32,32,male,man,Equivalence,3
7308951892,red+hard+hat,hard+hat,a red hard hat,a hard hat,True,182,182,red hard hat,hard hat,Entailment1,1
3908271774,rail+car,yellow+trolley+car,a rail car,a yellow trolley car,True,189,189,rail car,yellow trolley car,Entailment1,1
3908271774,man,male,a man,A male,True,174,174,man,male,Equivalence,3
3908271774,rail+car,yellow+cable+car,a rail car,a yellow cable car,True,189,189,rail car,yellow cable car,Entailment1,1
3908271774,rail+car,yellow+cable+car,a rail car,yellow cable car,True,189,189,rail car,yellow cable car,Entailment1,1
3908271774,man,male,A man,A male,True,174,174,man,male,Equivalence,3
3908271774,trolley+car,yellow+cable+car,a trolley car,a yellow cable car,True,189,189,trolley car,yellow cable car,Entailment1,1
3908271774,trolley+car,yellow+cable+car,a trolley car,yellow cable car,True,189,189,trolley car,yellow cable car,Entailment1,1
2662816021,water,body+water,the water,a body of water,True,114,114,water,body water,Entailment1,1
4452063256,gray+black+jersey,gray+shirt,a gray and black jersey,a gray shirt,True,189,189,gray black jersey,gray shirt,Entailment1,1
4452063256,black+pants,black+shorts,black pants,black shorts,True,168,168,black pants,black shorts,Alternation,0
4807594495,sidewalk,street,a sidewalk,a street,True,25,25,sidewalk,street,Alternation,0
4807594495,busy+street,street,a busy street,a street,True,25,25,busy street,street,Entailment1,1
4807594495,sidewalk,street,a sidewalk,the street,True,25,25,sidewalk,street,Alternation,0
4807594495,busy+street,street,a busy street,the street,True,25,25,busy street,street,Entailment1,1
1075716537,miniature+dirt+bike,bicycle,a miniature dirt bike,his bicycle,True,134,134,miniature dirt bike,bicycle,Entailment1,1
4868582683,water,body+water,water,a body of water,True,7,7,water,body water,Entailment1,1
4868582683,man,boy,A man,A boy,True,100,100,man,boy,Alternation,0
4868582683,man,young+boy,A man,A young boy,True,100,100,man,young boy,Alternation,0
4868582683,body+water,water,a body of water,water,True,7,7,body water,water,Entailment1,1
2165461920,group+dogs,dogs,A group of dogs,dogs,True,10,10,group dogs,dogs,Entailment1,1
4483334217,man,person,A man,A person,True,138,-1,man,person,Entailment1,1
4483334217,man,person,Man,A person,True,138,-1,man,person,Entailment1,1
2226449279,people,commuters,People,commuters,True,8,8,people,commuters,Entailment1,1
3444982197,man,another+man,a man,another man,True,166,83,man,another man,Equivalence,3
3444982197,man,another+man,A man,another man,True,166,83,man,another man,Equivalence,3
3444982197,another+man,man,another man,a man,True,83,166,another man,man,Equivalence,3
4206319600,dark+snowy+street,snow,a dark snowy street,the snow,True,24,24,dark snowy street,snow,Entailment1,1
183886578,bright+green+yellow+motorcycle,lime+green+motorcycle,a bright green and yellow motorcycle,a lime green motorcycle,True,53,53,bright green yellow motorcycle,lime green motorcycle,Independence,4
4637337239,guy,skinny+guy,A guy,A skinny guy,True,43,43,guy,skinny guy,Entailment1,1
3826428341,woman,female,A woman,A female,True,193,193,woman,female,Entailment1,1
3826428341,female,woman,A female,A woman,True,193,193,female,woman,Entailment1,1
2769270160,male,man,A male,A man,True,109,109,male,man,Equivalence,3
2769270160,mailbox,postal+drop+box,a mailbox,a postal drop box,True,173,173,mailbox,postal drop box,Equivalence,3
2110692070,white+black+spotted+dog,white+dog,A white and black spotted dog,A white dog,True,123,123,white black spotted dog,white dog,Entailment1,1
2110692070,white+black+spotted+dog,white+dog,A white and black spotted dog,white dog,True,123,123,white black spotted dog,white dog,Entailment1,1
45543085,fidel+castro,picture+fidel+castro,Fidel Castro,a picture of Fidel Castro,True,184,184,fidel castro,picture fidel castro,Entailment1,1
2899374885,toddler,baby,A toddler,A baby,True,10,10,toddler,baby,Alternation,0
2892244557,stool,low+stool,a stool,a low stool,True,-1,-1,stool,low stool,Entailment1,1
2098915312,green+soccer+shirts,soccer+uniforms,green soccer shirts,soccer uniforms,True,149,149,green soccer shirts,soccer uniforms,Entailment1,1
8243477528,five+boys,men,Five boys,Men,True,45,45,five boys,men,Alternation,0
8243477528,five+male+runners,men,Five male runners,Men,True,45,45,five male runners,men,Independence,4
8243477528,men,five+boys,Men,Five boys,True,45,45,men,five boys,Alternation,0
3218481970,basketball,hoop,a basketball,a hoop,True,115,115,basketball,hoop,Alternation,0
3218481970,net,hoop,the net,a hoop,True,115,115,net,hoop,Alternation,0
3218481970,basketball,hoop,the basketball,a hoop,True,115,115,basketball,hoop,Alternation,0
4531004667,airplane+uniforms,blue+suit,airplane uniforms,blue suit,True,132,132,airplane uniforms,blue suit,Alternation,0
3797595159,woman,older+girl,A woman,an older girl,True,71,71,woman,older girl,Alternation,0
3797595159,computer,touch-screen+computer,a computer,a touch-screen computer,True,-1,-1,computer,touch-screen computer,Entailment1,1
3797595159,older+girl,young+woman,an older girl,A young woman,True,71,71,older girl,young woman,Alternation,0
3797595159,touch-screen+computer,computers,a touch-screen computer,computers,True,-1,-1,touch-screen computer,computers,Entailment1,1
3533870405,two+women,two+girls,Two women,Two girls,True,199,199,two women,two girls,Alternation,0
3533870405,two+women,two+woman,Two women,two woman,True,199,199,two women,two woman,Equivalence,3
3533870405,two+girls,two+woman,Two girls,two woman,True,199,199,two girls,two woman,Alternation,0
3533870405,two+girls,two+women,Two girls,Two women,True,199,199,two girls,two women,Alternation,0
3533870405,two+woman,two+women,two woman,Two women,True,199,199,two woman,two women,Equivalence,3
2083673004,woman,female,A woman,A female,True,82,82,woman,female,Entailment1,1
2083673004,female,woman,A female,A woman,True,82,82,female,woman,Entailment1,1
4486441469,black+argyle+sweater,diamond+print+sweater,a black argyle sweater,a diamond print sweater,True,171,171,black argyle sweater,diamond print sweater,Independence,4
124195430,thin+brown+horse,adult+horse,A thin brown horse,An adult horse,True,64,64,thin brown horse,adult horse,Independence,4
1414820925,man,athletic+man,A man,Athletic man,True,143,143,man,athletic man,Entailment1,1
985067019,red,red+shirt,red,a red shirt,True,33,33,red,red shirt,Independence,4
3439087390,four+adults,couples,Four adults,couples,True,161,161,four adults,couples,Independence,4
3439087390,four+adults,four+humans,Four adults,Four humans,True,161,161,four adults,four humans,Entailment1,1
230339366,hands,hand,her hands,hand,True,148,148,hands,hand,Entailment1,1
230339366,elderly+asian+woman,asian+woman,An elderly Asian woman,An Asian woman,True,60,60,elderly asian woman,asian woman,Entailment1,1
230339366,object,candle,an object,a candle,True,-1,-1,object,candle,Entailment1,1
5893980467,pink+top,pink+shirt,pink top,a pink shirt,True,-1,-1,pink top,pink shirt,Entailment1,1
5893980467,little+boy,boy,A little boy,a boy,True,42,42,little boy,boy,Entailment1,1
2116381816,brown+pants,slacks,brown pants,slacks,True,152,152,brown pants,slacks,Independence,4
2116381816,man,old+man,A man,An old man,True,111,111,man,old man,Entailment1,1
2116381816,store,building,a store,a building,True,0,0,store,building,Entailment1,1
3527715826,tennis+ball,ball,a tennis ball,a ball,True,197,-1,tennis ball,ball,Entailment1,1
3759492488,boy,little+kid,The boy,A little kid,True,194,194,boy,little kid,Independence,4
3759492488,little+kid,boy,A little kid,The boy,True,194,194,little kid,boy,Independence,4
